"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"BASILIX CERT";"BE0003674851";"BAS";"Euronext Brussels";"EUR";"17.00";"17.00";"17.00";"17.00";"06/02/2018 16:30";"CET";"30";"510.00"
"BASTIDE LE CONFORT";"FR0000035370";"BLC";"Euronext Paris";"EUR";"51.00";"52.30";"51.00";"51.70";"14/02/2018 17:35";"CET";"10608";"549001.90"
"BATENBURG TECHNIEK";"NL0006292906";"BATEN";"Euronext Amsterdam";"EUR";"38.40";"38.40";"38.40";"38.40";"14/02/2018 09:00";"CET";"1";"38.40"
"BATLA MINERALS";"FR0010436170";"MLBAT";"Euronext Access Paris";"EUR";"1.36";"1.46";"1.36";"1.46";"13/02/2018 16:30";"CET";"1891";"2584.76"
"BD MULTI MEDIA";"FR0000035305";"ALBDM";"Euronext Growth Paris";"EUR";"0.95";"0.95";"0.95";"0.95";"14/02/2018 16:30";"CET";"1001";"950.95"
"BE SEMICONDUCTOR";"NL0000339760";"BESI";"Euronext Amsterdam";"EUR";"73.00";"76.05";"72.65";"75.85";"14/02/2018 17:35";"CET";"293796";"21974023.75"
"BEAULIEU-AV. CERT";"BE0003661726";"BEAB";"Euronext Brussels";"EUR";"92.02";"92.02";"92.02";"92.02";"12/02/2018 16:30";"CET";"348";"32022.96"
"BEFIMMO";"BE0003678894";"BEFB";"Euronext Brussels";"EUR";"53.00";"53.60";"53.00";"53.50";"14/02/2018 17:35";"CET";"23056";"1231243.90"
"BEKAERT";"BE0974258874";"BEKB";"Euronext Brussels";"EUR";"36.00";"36.30";"35.72";"36.16";"14/02/2018 17:35";"CET";"120585";"4352854.30"
"BELIER";"FR0000072399";"BELI";"Euronext Paris";"EUR";"59.20";"61.50";"57.60";"60.00";"14/02/2018 17:35";"CET";"4529";"270435.60"
"BELRECA";"BE0020575115";"BELR";"Euronext Brussels";"EUR";"111.00";"118.00";"111.00";"118.00";"06/02/2018 16:30";"CET";"46";"5113.00"
"BELUGA";"BE0003723377";"BELU";"Euronext Brussels";"EUR";"1.44";"1.44";"1.44";"1.44";"13/02/2018 11:30";"CET";"1325";"1908.00"
"BENETEAU";"FR0000035164";"BEN";"Euronext Paris";"EUR";"18.58";"18.70";"18.30";"18.44";"14/02/2018 17:35";"CET";"144767";"2681575.96"
"BENFICA";"PTSLB0AM0010";"SLBEN";"Euronext Lisbon";"EUR";"1.255";"1.26";"1.255";"1.26";"14/02/2018 21:20";"BST";"1587";"1993.345"
"BENI STABILI";"IT0001389631";"BNS";"Euronext Paris";"EUR";"0.6595";"0.6595";"0.6595";"0.6595";"14/02/2018 09:54";"CET";"100";"65.95"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"Euronext Growth Paris";"EUR";"3.06";"3.06";"3.06";"3.06";"14/02/2018 11:30";"CET";"170";"520.20"
"BETER BED";"NL0000339703";"BBED";"Euronext Amsterdam";"EUR";"11.92";"11.92";"11.84";"11.90";"14/02/2018 17:35";"CET";"22108";"262894.34"
"BEVER HOLDING";"NL0000285278";"BEVER";"Euronext Amsterdam";"EUR";"3.82";"3.82";"3.82";"3.82";"12/02/2018 12:55";"CET";"2";"7.64"
"BIC";"FR0000120966";"BB";"Euronext Paris";"EUR";"85.40";"85.70";"84.60";"84.70";"14/02/2018 17:35";"CET";"107391";"9126278.85"
"BIG BEN INTER NV18";"FR0013308806";"BIGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BIGBEN INTERACTIVE";"FR0000074072";"BIG";"Euronext Paris";"EUR";"11.22";"11.44";"11.18";"11.28";"14/02/2018 17:35";"CET";"98045";"1107936.34"
"BILENDI";"FR0004174233";"ALBLD";"Euronext Growth Paris";"EUR";"10.10";"10.55";"10.10";"10.55";"14/02/2018 17:35";"CET";"3044";"31574.60"
"BINCKBANK";"NL0000335578";"BINCK";"Euronext Amsterdam";"EUR";"4.50";"4.69";"4.495";"4.675";"14/02/2018 17:35";"CET";"673455";"3113637.535"
"BIOCARTIS";"BE0974281132";"BCART";"Euronext Brussels";"EUR";"13.16";"13.44";"12.94";"13.28";"14/02/2018 17:37";"CET";"158727";"2082246.28"
"BIOCORP";"FR0012788065";"ALCOR";"Euronext Growth Paris";"EUR";"12.10";"12.10";"12.00";"12.10";"14/02/2018 17:35";"CET";"647";"7821.30"
"BIOM UP SA";"FR0013284080";"BUP";"Euronext Paris";"EUR";"11.48";"11.50";"11.00";"11.20";"14/02/2018 17:28";"CET";"16897";"190582.046"
"BIOMERIEUX";"FR0013280286";"BIM";"Euronext Paris";"EUR";"69.80";"70.40";"68.60";"70.30";"14/02/2018 17:35";"CET";"136521";"9520559.70"
"BIOPHYTIS";"FR0012816825";"ALBPS";"Euronext Growth Paris";"EUR";"3.75";"3.78";"3.66";"3.73";"14/02/2018 17:35";"CET";"63904";"238676.50"
"BIOSYNEX";"FR0011005933";"ALBIO";"Euronext Growth Paris";"EUR";"3.53";"3.55";"3.51";"3.54";"14/02/2018 16:01";"CET";"4724";"16696.49"
"BLEECKER";"FR0000062150";"BLEE";"Euronext Paris";"EUR";"136.00";"136.00";"136.00";"136.00";"09/02/2018 11:30";"CET";"24";"3264.00"
"BLUE";"FR0011592104";"BLUE";"Euronext Paris";"EUR";"16.75";"16.85";"16.75";"16.85";"14/02/2018 17:02";"CET";"413";"6948.05"
"BLUE NV18";"FR0013309358";"BLUNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BLUELINEA";"FR0011041011";"ALBLU";"Euronext Growth Paris";"EUR";"6.62";"6.76";"6.62";"6.70";"14/02/2018 17:17";"CET";"50866";"340255.66"
"BNP PARIBAS ACT.A";"FR0000131104";"BNP";"Euronext Paris";"EUR";"63.44";"64.05";"62.76";"63.58";"14/02/2018 17:37";"CET";"4670268";"296118846.61"
"BODY ONE";"FR0010106039";"MLONE";"Euronext Access Paris";"EUR";"0.248";"0.248";"0.248";"0.248";"09/02/2018 11:30";"CET";"5";"1.24"
"BOEING COMPANY";"US0970231058";"BOEI";"Traded not listed Brussels";"USD";"230.00";"230.00";"230.00";"230.00";"28/07/2017 11:30";"CET";"200";"39219.05"
"BOIRON";"FR0000061129";"BOI";"Euronext Paris";"EUR";"69.00";"69.00";"68.10";"68.30";"14/02/2018 17:35";"CET";"6801";"465408.10"
"BOLLORE";"FR0000039299";"BOL";"Euronext Paris";"EUR";"4.35";"4.39";"4.324";"4.36";"14/02/2018 17:35";"CET";"1494075";"6520179.748"
"BOLLORE NV";"FR0013281847";"BOLNV";"Euronext Paris";"EUR";"4.2995";"4.3075";"4.2995";"4.3075";"14/02/2018 16:30";"CET";"342";"1472.989"
"BONDUELLE";"FR0000063935";"BON";"Euronext Paris";"EUR";"37.25";"37.50";"37.00";"37.45";"14/02/2018 17:35";"CET";"23413";"872782.95"
"BONE THERAPEUTICS";"BE0974280126";"BOTHE";"Euronext Brussels, Paris";"EUR";"9.30";"9.30";"9.05";"9.10";"14/02/2018 17:35";"CET";"2676";"24322.85"
"BOSKALIS WESTMIN";"NL0000852580";"BOKA";"Euronext Amsterdam";"EUR";"29.51";"30.01";"29.44";"29.89";"14/02/2018 17:35";"CET";"599771";"17867251.55"
"BOURBON CORP.";"FR0004548873";"GBB";"Euronext Paris";"EUR";"6.90";"7.10";"6.81";"7.00";"14/02/2018 17:35";"CET";"57325";"398362.82"
"BOURSE DIRECT";"FR0000074254";"BSD";"Euronext Paris";"EUR";"1.56";"1.59";"1.56";"1.59";"13/02/2018 13:52";"CET";"1894";"2996.46"
"BOUSSARD GAVAUD C";"GG00B1XFMJ13";"BGHLC";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BOUSSARD GAVAUDAN";"GG00B1FQG453";"BGHL";"Euronext Amsterdam";"EUR";"18.60";"19.00";"18.60";"18.80";"14/02/2018 17:36";"CET";"15327";"288644.90"
"BOUSSARD GHL GBP";"GG00B39VMM07";"BGHS";"Euronext Amsterdam";"GBP";"10.00";"10.00";"10.00";"10.00";"21/12/2010 11:50";"CET";"188";"1880.00"
"BOUYGUES";"FR0000120503";"EN";"Euronext Paris";"EUR";"40.74";"41.05";"40.35";"40.73";"14/02/2018 17:39";"CET";"748419";"30465717.62"
"BOUYGUES NV18";"FR0013296878";"ENNV";"Euronext Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"09/02/2018 11:30";"CET";"1540";"59095.00"
"BPOST";"BE0974268972";"BPOST";"Euronext Brussels";"EUR";"27.28";"27.56";"27.16";"27.50";"14/02/2018 17:35";"CET";"454344";"12478843.30"
"BQUE NAT. BELGIQUE";"BE0003008019";"BNB";"Euronext Brussels";"EUR";"2950.00";"2990.00";"2920.00";"2950.00";"14/02/2018 17:35";"CET";"117";"345390.00"
"BRAS.OUEST AFRIC.";"SN0008626971";"BOAF";"Euronext Paris";"EUR";"630.00";"630.00";"630.00";"630.00";"10/01/2018 16:30";"CET";"10";"6300.00"
"BRASSERIE CAMEROUN";"CM0000035113";"BCAM";"Euronext Paris";"EUR";"118.00";"119.00";"118.00";"119.00";"14/02/2018 16:30";"CET";"82";"9720.00"
"BREDERODE";"LU1068091351";"BREB";"Euronext Brussels";"EUR";"50.40";"50.40";"49.50";"49.80";"14/02/2018 17:35";"CET";"5960";"297814.75"
"BRICO DISTRIB";"FR0013110053";"MLBRI";"Euronext Access Paris";"EUR";"6.50";"6.50";"6.50";"6.50";"27/09/2017 11:30";"CET";"10";"65.00"
"BRICORAMA";"FR0000054421";"ALBRI";"Euronext Growth Paris";"EUR";"60.50";"60.50";"60.50";"60.50";"14/02/2018 11:30";"CET";"1";"60.50"
"BRILL KON";"NL0000442523";"BRILL";"Euronext Amsterdam";"EUR";"31.60";"32.00";"31.60";"32.00";"14/02/2018 17:17";"CET";"38";"1215.60"
"BROOKFIELD ASSET M";"CA1125851040";"BAMA";"Euronext Amsterdam";"EUR";"29.80";"29.80";"29.80";"29.80";"23/07/2014 17:35";"CET";"450";"13410.00"
"BRUNEL INTERNAT";"NL0010776944";"BRNL";"Euronext Amsterdam";"EUR";"14.90";"15.50";"14.80";"15.41";"14/02/2018 17:35";"CET";"164844";"2505850.81"
"BUDGET TELECOM";"FR0004172450";"ALBUD";"Euronext Growth Paris";"EUR";"5.41";"5.48";"5.33";"5.38";"14/02/2018 17:35";"CET";"31821";"170337.925"
"BUDGET TELECOM BS";"FR0013307329";"BUDBS";"Euronext Growth Paris";"EUR";"0.56";"0.5786";"0.524";"0.5676";"14/02/2018 17:28";"CET";"1070";"575.2152"
"BUREAU VERITAS";"FR0006174348";"BVI";"Euronext Paris";"EUR";"21.59";"21.94";"21.49";"21.61";"14/02/2018 17:35";"CET";"956267";"20750672.46"
"BUREAU VERITASNV18";"FR0013308830";"BVINV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BURELLE";"FR0000061137";"BUR";"Euronext Paris";"EUR";"1300.00";"1300.00";"1285.00";"1285.00";"14/02/2018 17:25";"CET";"272";"354055.00"
"BUSINESS ET DECIS.";"FR0000078958";"BND";"Euronext Paris";"EUR";"7.92";"7.92";"7.92";"7.92";"14/02/2018 09:00";"CET";"10";"79.20"
"CA TOULOUSE 31 CCI";"FR0000045544";"CAT31";"Euronext Paris";"EUR";"109.62";"110.00";"109.60";"110.00";"14/02/2018 14:29";"CET";"109";"11959.90"
"CAFOM";"FR0010151589";"CAFO";"Euronext Paris";"EUR";"9.05";"9.40";"9.05";"9.10";"14/02/2018 16:41";"CET";"2886";"26514.70"
"CAIRE";"FR0010781377";"MLAAE";"Euronext Access Paris";"EUR";"11.10";"11.10";"11.10";"11.10";"05/02/2018 16:30";"CET";"8";"88.80"
"CAMBODGE NOM.";"FR0000079659";"CBDG";"Euronext Paris";"EUR";"7300.00";"7300.00";"7300.00";"7300.00";"06/02/2018 11:30";"CET";"1";"7300.00"
"CAMPINE";"BE0003825420";"CAMB";"Euronext Brussels";"EUR";"26.40";"26.40";"26.40";"26.40";"13/02/2018 14:59";"CET";"205";"5412.00"
"CANDELA INVEST";"BE0974298300";"CAND";"Euronext Growth Brussels";"EUR";"5.65";"5.65";"5.65";"5.65";"23/01/2018 11:30";"CET";"700";"3955.00"
"CAPELLI";"FR0012969095";"CAPLI";"Euronext Paris";"EUR";"46.50";"47.40";"46.50";"47.00";"14/02/2018 16:50";"CET";"6708";"315279.20"
"CAPGEMINI";"FR0000125338";"CAP";"Euronext Paris";"EUR";"100.85";"102.95";"100.55";"102.00";"14/02/2018 17:39";"CET";"619765";"63134981.45"
"CARBIOS";"FR0011648716";"ALCRB";"Euronext Growth Paris";"EUR";"8.00";"8.00";"7.94";"7.94";"14/02/2018 17:05";"CET";"5782";"46146.98"
"CARBIOS BS";"FR0013297587";"CRBBS";"Euronext Growth Paris";"EUR";"0.118";"0.118";"0.101";"0.118";"14/02/2018 15:36";"CET";"3553";"373.2396"
"CARE PROPERTY INV.";"BE0974273055";"CPINV";"Euronext Brussels";"EUR";"18.35";"18.35";"18.05";"18.15";"14/02/2018 17:20";"CET";"4808";"87251.05"
"CARMAT";"FR0010907956";"ALCAR";"Euronext Growth Paris";"EUR";"21.50";"21.60";"21.35";"21.50";"14/02/2018 17:29";"CET";"4863";"104531.50"
"CARMILA";"FR0010828137";"CARM";"Euronext Paris";"EUR";"22.85";"22.90";"22.40";"22.65";"14/02/2018 17:35";"CET";"32928";"746541.55"
"CARPINIENNE PART.";"FR0000064156";"CARP";"Euronext Paris";"EUR";"51.00";"51.00";"51.00";"51.00";"01/02/2018 11:31";"CET";"60";"3060.00"
"CARREFOUR";"FR0000120172";"CA";"Euronext Paris";"EUR";"18.58";"18.80";"18.49";"18.63";"14/02/2018 17:37";"CET";"2303693";"42977290.295"
"CASINO GUICHARD";"FR0000125585";"CO";"Euronext Paris";"EUR";"44.94";"45.56";"44.90";"45.09";"14/02/2018 17:36";"CET";"413282";"18686835.57"
"CAST";"FR0000072894";"CAS";"Euronext Paris";"EUR";"3.55";"3.55";"3.46";"3.46";"14/02/2018 10:16";"CET";"27583";"97898.07"
"CATANA GROUP";"FR0010193052";"CATG";"Euronext Paris";"EUR";"3.24";"3.35";"3.19";"3.30";"14/02/2018 17:39";"CET";"339521";"1106055.03"
"CATERING INTL SCES";"FR0000064446";"CTRG";"Euronext Paris";"EUR";"17.10";"17.20";"17.00";"17.20";"14/02/2018 17:04";"CET";"2679";"45788.15"
"CATERPILLAR INC";"US1491231015";"CATR";"Euronext Paris";"EUR";"123.00";"124.50";"123.00";"124.50";"13/02/2018 16:24";"CET";"315";"39195.00"
"CBO TERRITORIA";"FR0010193979";"CBOT";"Euronext Paris";"EUR";"4.00";"4.00";"3.94";"3.96";"14/02/2018 17:20";"CET";"12308";"48910.57"
"CECURITY.COM";"FR0010717579";"MLCEC";"Euronext Access Paris";"EUR";"0.57";"0.57";"0.57";"0.57";"11/01/2018 11:30";"CET";"140";"79.80"
"CEGEDIM";"FR0000053506";"CGM";"Euronext Paris";"EUR";"38.00";"39.60";"38.00";"38.70";"14/02/2018 17:35";"CET";"16286";"630995.30"
"CEGEREAL";"FR0010309096";"CGR";"Euronext Paris";"EUR";"38.40";"38.40";"38.00";"38.00";"14/02/2018 12:24";"CET";"151";"5764.40"
"CELLECTIS";"FR0010425595";"ALCLS";"Euronext Growth Paris";"EUR";"24.80";"25.54";"24.40";"25.14";"14/02/2018 17:35";"CET";"123094";"3072930.20"
"CELLNOVO";"FR0012633360";"CLNV";"Euronext Paris";"EUR";"2.80";"2.90";"2.78";"2.85";"14/02/2018 17:35";"CET";"62847";"177819.615"
"CELYAD";"BE0974260896";"CYAD";"Euronext Brussels, Paris";"EUR";"34.00";"34.20";"33.40";"33.84";"14/02/2018 17:35";"CET";"23266";"788486.72"
"CENERGY";"BE0974303357";"CENER";"Euronext Brussels";"EUR";"1.40";"1.40";"1.40";"1.40";"14/02/2018 12:09";"CET";"10716";"15002.40"
"CERENIS";"FR0012616852";"CEREN";"Euronext Paris";"EUR";"1.96";"2.01";"1.958";"1.962";"14/02/2018 17:35";"CET";"43018";"85366.51"
"CERINNOV GROUP";"FR0013178712";"ALPCV";"Euronext Growth Paris";"EUR";"7.00";"7.00";"6.62";"6.62";"14/02/2018 17:35";"CET";"1728";"11645.32"
"CESAR";"FR0013297165";"ALCES";"Euronext Growth Paris";"EUR";"0.4104";"0.4104";"0.4104";"0.4104";"14/02/2018 11:30";"CET";"12";"4.9248"
"CFE";"BE0003883031";"CFEB";"Euronext Brussels";"EUR";"107.80";"110.40";"107.60";"110.20";"14/02/2018 17:35";"CET";"16085";"1756762.80"
"CFI";"FR0000037475";"CFI";"Euronext Paris";"EUR";"1.55";"1.55";"1.55";"1.55";"14/02/2018 16:30";"CET";"2";"3.10"
"CFM INDOSUEZWEALTH";"MC0010000826";"MLCFM";"Euronext Access Paris";"EUR";"1040.00";"1040.00";"1040.00";"1040.00";"09/02/2018 11:30";"CET";"4";"4160.00"
"CGG";"FR0013181864";"CGG";"Euronext Paris";"EUR";"2.088";"2.088";"1.801";"1.909";"14/02/2018 17:35";"CET";"4695243";"8847610.626"
"CGG NV18";"FR0013308756";"CGGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CH.FER DEPARTEMENT";"FR0000037871";"MLCFD";"Euronext Access Paris";"EUR";"900.00";"910.00";"900.00";"910.00";"08/02/2018 16:30";"CET";"5";"4530.00"
"CH.FER VAR GARD N.";"FR0000051567";"MLCVG";"Euronext Access Paris";"EUR";"4980.00";"4980.00";"4980.00";"4980.00";"30/01/2018 11:30";"CET";"2";"9960.00"
"CHARGEURS";"FR0000130692";"CRI";"Euronext Paris";"EUR";"24.56";"25.06";"24.10";"24.96";"14/02/2018 17:35";"CET";"67727";"1670328.68"
"CHARGEURS NV";"FR0013282464";"CRINV";"Euronext Paris";"EUR";"23.68";"23.68";"23.51";"23.51";"14/02/2018 16:30";"CET";"33";"780.93"
"CHAUF.URB.";"FR0000052896";"CHAU";"Euronext Paris";"EUR";"107.00";"107.00";"107.00";"107.00";"07/02/2018 11:30";"CET";"18";"1926.00"
"CHAUSSERIA";"FR0000060907";"CHSR";"Euronext Paris";"EUR";"8.50";"8.50";"8.50";"8.50";"11/12/2017 11:30";"CET";"40";"340.00"
"CHEOPS TECHNOLOGY";"FR0010447086";"MLCHE";"Euronext Access Paris";"EUR";"28.00";"28.00";"28.00";"28.00";"06/02/2018 11:30";"CET";"2";"56.00"
"CHEVRON";"US1667641005";"CHTEX";"Traded not listed Brussels";"USD";"124.00";"124.00";"124.00";"124.00";"13/02/2018 15:44";"CET";"20";"2010.87"
"CHINA FOREST";"HK0000049327";"MLCFI";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"19/09/2012 15:00";"CET";"8";"140.80"
"CHINA SUPER POWER";"HK0000043510";"MLCSP";"Euronext Access Paris";"EUR";"0.02";"0.02";"0.02";"0.02";"06/09/2016 15:00";"CET";"500";"10.00"
"CHRISTIAN DIOR";"FR0000130403";"CDI";"Euronext Paris";"EUR";"300.50";"302.10";"296.90";"300.20";"14/02/2018 17:35";"CET";"48603";"14579023.00"
"CHRISTIAN POTIER";"FR0000079477";"MLCHP";"Euronext Access Paris";"EUR";"1.31";"1.31";"1.31";"1.31";"06/11/2017 11:30";"CET";"220";"288.20"
"CIBOX INTER A CTIV";"FR0000054322";"CIB";"Euronext Paris";"EUR";"0.296";"0.339";"0.288";"0.297";"14/02/2018 17:35";"CET";"6640653";"2074625.695"
"CIE BOIS SAUVAGE";"BE0003592038";"COMB";"Euronext Brussels";"EUR";"379.00";"382.00";"376.00";"377.00";"14/02/2018 17:35";"CET";"403";"152722.00"
"CIE DU MONT BLANC";"FR0000060428";"MLCMB";"Euronext Access Paris";"EUR";"149.00";"149.00";"149.00";"149.00";"14/02/2018 16:30";"CET";"15";"2235.00"
"CIOA";"FR0012384907";"MLCIO";"Euronext Access Paris";"EUR";"4.18";"4.18";"4.18";"4.18";"14/02/2018 16:30";"CET";"10";"41.80"
"CIPAN";"PTCPN0AE0002";"CPN";"Euronext Access Lisbon";"EUR";"0.202";"0.202";"0.202";"0.202";"14/02/2018 21:30";"BST";"154";"31.108"
"CISCO SYSTEM INC";"US17275R1023";"CIS";"Traded not listed Brussels";"USD";"41.00";"41.00";"41.00";"41.00";"14/02/2018 13:31";"CET";"100";"4100.00"
"CJS PLV";"FR0000074361";"MLCJS";"Euronext Access Paris";"EUR";"4.81";"4.81";"4.81";"4.81";"20/01/2012 15:00";"CET";"1";"4.81"
"CLARANOVA";"FR0004026714";"CLA";"Euronext Paris";"EUR";"1.03";"1.097";"1.02";"1.086";"14/02/2018 17:35";"CET";"11337893";"12057264.638"
"CLASQUIN";"FR0004152882";"ALCLA";"Euronext Growth Paris";"EUR";"35.00";"35.00";"34.90";"35.00";"14/02/2018 15:53";"CET";"492";"17190.00"
"CNIM CONSTR.FRF 10";"FR0000053399";"COM";"Euronext Paris";"EUR";"120.00";"121.00";"119.50";"121.00";"14/02/2018 17:29";"CET";"3682";"441979.00"
"CNOVA";"NL0010949392";"CNV";"Euronext Paris";"EUR";"4.04";"4.04";"4.02";"4.02";"14/02/2018 10:00";"CET";"91";"365.84"
"CNP ASSURANCES";"FR0000120222";"CNP";"Euronext Paris";"EUR";"19.90";"19.90";"19.56";"19.60";"14/02/2018 17:35";"CET";"497877";"9785029.29"
"CO.BR.HA";"BE0003519270";"COBH";"Euronext Growth Brussels";"EUR";"4000.00";"4020.00";"4000.00";"4020.00";"14/02/2018 16:30";"CET";"184";"736020.00"
"COCA-COLA EUROPEAN";"GB00BDCPN049";"CCE";"Euronext Amsterdam, London";"EUR";"31.00";"31.00";"30.08";"30.14";"14/02/2018 17:39";"CET";"68772";"2077990.66"
"COFACE";"FR0010667147";"COFA";"Euronext Paris";"EUR";"9.24";"9.49";"9.17";"9.48";"14/02/2018 17:35";"CET";"330912";"3109202.275"
"COFIDUR";"FR0013257409";"ALCOF";"Euronext Growth Paris";"EUR";"373.00";"375.00";"370.00";"375.00";"14/02/2018 15:57";"CET";"22";"8227.00"
"COFINA,SGPS";"PTCFN0AE0003";"CFN";"Euronext Lisbon";"EUR";"0.455";"0.466";"0.455";"0.466";"14/02/2018 21:06";"BST";"25850";"11896.82"
"COFINIMMO";"BE0003593044";"COFB";"Euronext Brussels";"EUR";"104.20";"104.70";"103.30";"103.80";"14/02/2018 17:35";"CET";"33248";"3457769.90"
"COFINIMMO PRIV1";"BE0003811289";"COFP1";"Euronext Brussels";"EUR";"127.00";"127.00";"127.00";"127.00";"01/08/2016 11:30";"CET";"16";"2032.00"
"COFINIMMO PRIV2";"BE0003813301";"COFP2";"Euronext Brussels";"EUR";"101.00";"101.00";"101.00";"101.00";"17/01/2018 11:30";"CET";"90";"9090.00"
"COGIFRANCE";"FR0005516804";"MLCOI";"Euronext Access Paris";"EUR";"590.50";"-";"-";"590.50";"05/04/2007 00:00";"CET";"-";"-"
"COGRA";"FR0011071570";"ALCOG";"Euronext Growth Paris";"EUR";"5.80";"5.85";"5.80";"5.80";"14/02/2018 16:52";"CET";"2266";"13157.80"
"COGRA 48 BSAR";"FR0013220530";"COGBS";"Euronext Growth Paris";"EUR";"0.0485";"0.0485";"0.0485";"0.0485";"12/02/2018 13:50";"CET";"25";"1.21"
"COHERIS";"FR0004031763";"COH";"Euronext Paris";"EUR";"2.64";"2.65";"2.62";"2.62";"14/02/2018 15:49";"CET";"7753";"20488.07"
"COIL";"BE0160342011";"ALCOI";"Euronext Growth Paris";"EUR";"17.46";"17.46";"16.66";"17.18";"14/02/2018 17:35";"CET";"2315";"38929.84"
"COLAS";"FR0000121634";"RE";"Euronext Paris";"EUR";"177.00";"179.40";"175.40";"175.80";"14/02/2018 17:35";"CET";"894";"157806.20"
"COLIPAYS";"FR0010959684";"MLCLP";"Euronext Access Paris";"EUR";"2.74";"2.74";"2.74";"2.74";"13/02/2018 16:30";"CET";"12";"32.88"
"COLRUYT";"BE0974256852";"COLR";"Euronext Brussels";"EUR";"43.74";"43.99";"43.39";"43.46";"14/02/2018 17:36";"CET";"274144";"11968029.94"
"COMPTA";"PTCOM0AE0007";"COMAE";"Euronext Lisbon";"EUR";"0.15";"0.15";"0.15";"0.15";"14/02/2018 16:30";"BST";"50";"7.50"
"CONDOR TECHNOLOG";"BE6252013725";"MLMFI";"Euronext Access Paris";"EUR";"15.50";"15.50";"15.50";"15.50";"14/02/2018 16:30";"CET";"300";"4650.00"
"CONDURIL";"PTCDU0AE0003";"CDU";"Euronext Access Lisbon";"EUR";"42.00";"44.00";"42.00";"44.00";"14/02/2018 21:30";"BST";"21";"902.00"
"CONNECT GROUP";"BE0003786036";"CONN";"Euronext Brussels";"EUR";"0.955";"0.955";"0.955";"0.955";"14/02/2018 09:06";"CET";"60";"57.30"
"CONSORT NT";"FR0000077828";"MLCNT";"Euronext Access Paris";"EUR";"20.20";"20.20";"20.20";"20.20";"21/11/2017 16:33";"CET";"12";"242.40"
"COPAM";"PTCPA0AP0006";"CPA";"Euronext Access Lisbon";"EUR";"18.40";"18.40";"18.40";"18.40";"05/02/2018 21:30";"BST";"40";"736.00"
"CORBION";"NL0010583399";"CRBN";"Euronext Amsterdam";"EUR";"25.58";"25.62";"24.84";"25.02";"14/02/2018 17:35";"CET";"150085";"3767491.40"
"CORE LABORATORIES";"NL0000200384";"CLB";"Euronext Amsterdam";"EUR";"85.00";"85.00";"85.00";"85.00";"14/02/2018 16:56";"CET";"24";"2040.00"
"COREP LIGHTING";"FR0010035816";"MLCOR";"Euronext Access Paris";"EUR";"9.60";"9.60";"9.60";"9.60";"23/11/2017 11:30";"CET";"100";"960.00"
"CORTICEIRA AMORIM";"PTCOR0AE0006";"COR";"Euronext Lisbon";"EUR";"10.08";"10.32";"10.00";"10.22";"14/02/2018 22:35";"BST";"159842";"1629669.88"
"COURBET";"FR0004998318";"MLCOU";"Euronext Access Paris";"EUR";"0.75";"0.75";"0.75";"0.75";"13/02/2018 16:30";"CET";"30";"22.50"
"COURBET AM.";"FR0004998326";"CRBT";"Euronext Access Paris";"EUR";"0.98";"0.98";"0.98";"0.98";"18/10/2017 16:30";"CET";"27";"26.46"
"COURTOIS";"FR0000065393";"COUR";"Euronext Paris";"EUR";"130.00";"130.00";"130.00";"130.00";"14/02/2018 16:30";"CET";"36";"4680.00"
"CRCAM ALP.PROV.CCI";"FR0000044323";"CRAP";"Euronext Paris";"EUR";"98.83";"98.83";"98.83";"98.83";"14/02/2018 10:05";"CET";"3";"296.49"
"CRCAM ATL.VEND.CCI";"FR0000185506";"CRAV";"Euronext Paris";"EUR";"130.00";"130.00";"129.00";"129.00";"14/02/2018 17:35";"CET";"627";"81307.50"
"CRCAM BRIE PIC2CCI";"FR0010483768";"CRBP2";"Euronext Paris";"EUR";"25.425";"25.495";"25.405";"25.475";"14/02/2018 17:35";"CET";"2523";"64217.385"
"CRCAM ILLE-VIL.CCI";"FR0000045213";"CIV";"Euronext Paris";"EUR";"87.49";"87.50";"87.08";"87.50";"14/02/2018 16:31";"CET";"180";"15690.79"
"CRCAM LANGUED CCI";"FR0010461053";"CRLA";"Euronext Paris";"EUR";"63.50";"63.81";"63.50";"63.81";"14/02/2018 17:04";"CET";"444";"28297.83"
"CRCAM LOIRE HTE L.";"FR0000045239";"CRLO";"Euronext Paris";"EUR";"85.59";"85.59";"85.00";"85.10";"14/02/2018 15:34";"CET";"428";"36423.30"
"CRCAM MORBIHAN CCI";"FR0000045551";"CMO";"Euronext Paris";"EUR";"70.79";"70.80";"70.20";"70.21";"14/02/2018 14:11";"CET";"162";"11413.20"
